,text,category,median
3125,¿Cual es el colmo de la confianza? Lanzarse un pedo cuando se tiene diarrea  punctuation pronoun verb determiner noun adposition determiner noun punctuation verb pronoun determiner noun pronoun pronoun verb noun,1,3
3126, De esas veces que quieres llamarle a tu novia pero no tienes saldo. Ni novia. adposition determiner noun pronoun verb verb pronoun adposition determiner noun conjunction adverb verb noun punctuation conjunction noun punctuation,1,2
3127,Soy de ese 0.001% que cuando dice la verdad se empieza a reír y parece que miente. ¬¬' verb adposition determiner number pronoun conjunction verb determiner noun pronoun verb adposition verb conjunction verb conjunction verb punctuation punctuation punctuation punctuation,0,0
3128,¿No te ha pasado que quieres a alguien tanto que hasta te duele? punctuation adverb pronoun verb verb conjunction verb adposition pronoun adverb conjunction adverb pronoun verb punctuation,0,0
3129,"-Deme una caja de ácido acetilsalicílico, por favor - ¿De aspirinas? -Si eso, es que nunca me acuerdo del nombre. punctuation verb pronoun determiner noun adposition noun adjective punctuation adverb punctuation punctuation adposition noun punctuation punctuation conjunction pronoun punctuation verb conjunction adverb pronoun noun adposition determiner noun punctuation",1,1
3130,Te amo. ¿Pero por qué? ¿Yo qué te hice? punctuation noun verb punctuation punctuation punctuation conjunction adposition pronoun punctuation punctuation pronoun pronoun pronoun verb punctuation,1,3
3131,A N T E S: se rompían cartas y fotos… A H O R A: te eliminan y bloquean en Twitter y Facebook! adposition noun punctuation pronoun verb noun conjunction noun punctuation noun punctuation pronoun verb conjunction verb adposition noun conjunction noun punctuation,0,0
3132,"Si es bajita, es tierna.
Si es bajita, enamora.
Si es bajita, es linda.
Si es bajita; es todo. conjunction verb adjective punctuation verb adjective punctuation conjunction verb adjective punctuation verb punctuation conjunction verb adjective punctuation verb adjective punctuation conjunction verb adjective punctuation verb pronoun punctuation",1,2
3133,"Una cara y cuerpo bonito, no funciona si no va acompañada de una cabeza inteligente. determiner noun conjunction noun adjective punctuation adverb verb conjunction adverb verb verb adposition determiner noun adjective punctuation",0,0
3134,Ese sentimiento de traición cuando una amiga se lleva bien con una persona que te cae mal determiner noun adposition noun conjunction determiner noun pronoun verb adverb adposition determiner noun pronoun pronoun verb adverb,0,0
3135,"TÍPICO: me pongo los auriculares, me hablan, y solo sonrío y digo que ""si"" noun punctuation pronoun verb determiner noun punctuation pronoun verb punctuation conjunction adverb verb conjunction verb conjunction punctuation conjunction punctuation",0,0
3136,¿Por qué algunas mujeres usan calzones floreados? En memoria de todos los miembros que han sido enterrados allí by @JoViRosHer punctuation adposition pronoun determiner noun verb noun verb punctuation adposition determiner determiner noun pronoun verb verb verb adverb noun punctuation noun,1,2
3137,¿Besos en el cuello? JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA. ¿A caso quieres que te viole? punctuation noun adposition determiner noun punctuation noun punctuation punctuation adposition noun verb conjunction pronoun verb punctuation,1,1
3138,"—Profesor, no alcancé a apuntar, ¿puede repetir?
—Sí, ¿en qué parte te perdiste?
—Más o menos en el inicio del semestre. punctuation noun punctuation adverb verb adposition verb punctuation punctuation verb verb punctuation punctuation noun punctuation punctuation adposition pronoun verb pronoun verb punctuation punctuation noun conjunction adverb adposition determiner noun adposition determiner noun punctuation",1,4
3139,"—¿No te cansas de dormir? 
—Ni que durmiera corriendo. punctuation punctuation adverb pronoun verb adposition verb punctuation punctuation noun verb verb punctuation",1,4
3140,"Típico: pierdo algo, se lo digo a mi madre y por arte de magia aparece. noun punctuation verb pronoun punctuation pronoun pronoun verb adposition determiner noun conjunction adverb verb punctuation",0,0
3141,“El colegio no es un lugar para dormir” entonces mi casa no es un lugar para estudiar :) punctuation determiner noun adverb verb determiner noun adposition verb punctuation adverb determiner noun adverb verb determiner noun adposition verb punctuation punctuation,1,1
3142,- ¿Y tu media naranja? -En el árbol tratando de madurar. punctuation punctuation conjunction determiner adjective noun punctuation punctuation adposition determiner noun verb adposition verb punctuation,1,4
3143,"Ya llegue mamá Es muy tarde, ¿Dónde andabas? En la casa de Noe  ¿Cuál Noe?  Noe de tu incumbencia JAJAJA ¡NO MAMÁ, CON LA PLANCHA NOOO! punctuation noun verb noun punctuation noun adverb adverb punctuation punctuation pronoun verb punctuation punctuation noun determiner noun adposition noun punctuation punctuation pronoun noun punctuation punctuation noun adposition determiner noun noun punctuation noun punctuation noun punctuation",1,2
3144,En un restaurante: - ¿Señor como quiere sus huevos? -Con toda mi alma adposition determiner noun punctuation punctuation punctuation noun conjunction verb determiner noun punctuation punctuation adposition determiner determiner noun,1,3
3145,Cancelo concurso. verb noun punctuation,1,2
3146,"- Y tu media naranja? - No, ya no uso medias de ese color.  punctuation conjunction determiner adjective noun punctuation punctuation adverb punctuation adverb adverb noun adjective adposition determiner noun punctuation",1,3
3147,"-Soñé con vos –Ayyy que tierno, ¿Y cuál fue la mejor parte? -Cuando desperté punctuation verb adposition pronoun punctuation noun conjunction adjective punctuation punctuation conjunction pronoun verb determiner adjective noun punctuation punctuation conjunction verb",1,4
3148,Un aplauso para esas personas que te sacan una gran sonrisa sincera en esos momentos de tristeza infinita. determiner noun adposition determiner noun pronoun pronoun verb determiner adjective noun adjective adposition determiner noun adposition noun adjective punctuation,0,0
3149,- ¿Estudiamos o escuchamos música? - ¿Qué música tenes? -Reggaet... -LA  CÉLULA ES LA UNIDAD MORFOLÓGICA Y FUNCIONAL DE TODO SER VIV... punctuation punctuation verb conjunction verb noun punctuation punctuation punctuation determiner noun noun punctuation punctuation noun punctuation punctuation noun punctuation,1,4
3150,"RT @FernandoCelis: ""El éxito consiste en obtener lo que se desea. La felicidad, en disfrutar lo que se obtiene"". ~Ralph Waldo Emerson noun punctuation noun punctuation punctuation determiner noun verb adposition verb determiner pronoun pronoun verb punctuation determiner noun punctuation adposition verb determiner pronoun pronoun verb punctuation punctuation punctuation noun",0,0
3151,"-Mi amor, ¿me queda bien este vestido blanco? - ¡UN OSO POLAR! Todos corran por sus vidas punctuation determiner noun punctuation punctuation pronoun verb adverb determiner verb noun punctuation punctuation punctuation noun punctuation pronoun verb adposition determiner noun",1,1
3152,"-Hola, ¿donde estas? -Tres palabras: Sol, Arena y cervezas - ¿Estas en la playa? -No, estoy en la obra, soy albañil - :( punctuation interjection punctuation punctuation pronoun pronoun punctuation punctuation number noun punctuation noun punctuation noun conjunction noun punctuation punctuation determiner adposition determiner noun punctuation punctuation adverb punctuation verb adposition determiner noun punctuation verb noun punctuation punctuation punctuation",1,4
3153,"Oye Papá, ¿puedes escribir en la oscuridad? Creo que si, ¿por qué? —Porque necesito que firmes mis calificaciones @PitufoFilosofon verb noun punctuation punctuation verb verb adposition determiner noun punctuation verb conjunction conjunction punctuation punctuation adposition pronoun punctuation punctuation noun verb conjunction verb determiner noun punctuation noun",1,3
3154,"-Te amo Martín -Pero yo me llamo Mauro -Jaja perdón amor... el autocorrector -Estamos hablando en persona, pendeja punctuation pronoun verb noun punctuation conjunction pronoun pronoun verb noun punctuation noun noun noun punctuation determiner noun punctuation verb verb adposition noun punctuation noun",1,3
3155,En tiempos difíciles hay que endurecer el corazón sin perder la ternura. adposition noun adjective verb conjunction verb determiner noun adposition verb determiner noun punctuation,0,0
3156,"A falta de amor, mucha comida. adposition noun adposition noun punctuation determiner noun punctuation",0,0
3157,Típico: le das un golpesito a tu amigo/a y el/ella te lo devuelve casi rompiéndote el brazo. noun punctuation pronoun verb determiner noun adposition determiner noun punctuation adposition conjunction determiner punctuation pronoun pronoun pronoun verb adverb verb pronoun determiner noun punctuation,1,2
3158,"—Me da risa la gente competitiva. 
—Sí, a mi también. 
—Jaja. 
—Jajaja. 
—Jajajaja. 
—Jajajajaja. 
—Jajajajajaja. 
—Jajajajajajaja punctuation noun verb noun determiner noun adjective punctuation punctuation noun punctuation adposition determiner adverb punctuation punctuation noun punctuation punctuation noun punctuation punctuation noun punctuation punctuation noun punctuation punctuation noun punctuation punctuation noun",1,1
3159,"El arte de fingir interés preguntando: ""¿en serio?"" determiner noun adposition verb noun verb punctuation punctuation punctuation adposition adjective punctuation punctuation",1,1
3160,"Un Sargento le dice a los soldados: - ¡SOLDADOS, PRESENTEN ARMAS! Y los soldados dicen: -Hola, mucho gusto, le presento a la pistola. determiner noun pronoun verb adposition determiner noun punctuation punctuation punctuation noun punctuation noun punctuation conjunction determiner noun verb punctuation punctuation interjection punctuation determiner noun punctuation pronoun verb adposition determiner noun punctuation",1,1
3161,"Me violenta que me digan ""te iba a decir algo, pero mejor no. pronoun verb conjunction pronoun verb punctuation pronoun verb adposition verb pronoun punctuation conjunction adverb adverb punctuation",0,0
3162,"Tu ortografía habla de ti, y creo que te odia. determiner noun verb adposition pronoun punctuation conjunction verb conjunction pronoun verb punctuation",0,0
3163,¿Alguna vez se pusieron a pensar que si la tierra fuera un cubo todos seriamos cubanos? JAJAJA punctuation determiner noun pronoun verb adposition verb conjunction conjunction determiner noun verb determiner noun pronoun verb noun punctuation noun,1,1
3164,"RT @MuyCuriosoES: En Alemania del siglo XVIII, la sangre menstrual de las mujeres se añadía como afrodisíaco en comidas y bebidas.  noun punctuation noun punctuation adposition noun adposition determiner date punctuation determiner noun adjective adposition determiner noun pronoun verb conjunction noun adposition noun conjunction noun punctuation",0,0
3165,"Leí que mentir era malo y dejé de mentir, leí que odiar era malo y dejé de odiar, leí que el sexo era malo y dejé de leer!  verb conjunction verb verb adjective conjunction verb adposition verb punctuation verb conjunction verb verb adjective conjunction verb adposition verb punctuation verb conjunction determiner noun verb adjective conjunction verb adposition verb punctuation",1,3
3166,RT @iMoviePhrases: Anthony Hopkins confesó que el tono de voz utilizado en el Silencio de los Inocentes es una mezcla entre T. Capote y K. … noun punctuation noun punctuation noun verb conjunction determiner noun adposition noun verb adposition determiner noun verb determiner noun adposition noun conjunction noun punctuation,1,1
3167,"-Papá, ¿Soy fea? -Pregúntaselo a tu novio -¿Qué novio? -Exacto -:( punctuation noun punctuation punctuation verb adjective punctuation punctuation verb pronoun pronoun adposition determiner noun punctuation punctuation determiner noun punctuation punctuation interjection punctuation punctuation punctuation",1,4
3168,"En clase: 1+1 = 2. Examen: Si un Sims vive en Simvalley y tu vecina tiene 17 gatos, ¿cuántos langostinos le echó tu madre a la paella? adposition noun punctuation punctuation number punctuation noun punctuation conjunction determiner noun verb adposition noun conjunction determiner noun verb number noun punctuation punctuation determiner noun pronoun verb determiner noun adposition determiner noun punctuation",1,4
3169,"-Mira, esa tiene cara de tonta -Esa es mi novia -No, la de la izquierda
-Es mi hermana -No, la otra -Es mi mamá -Ok, mátame punctuation verb punctuation pronoun verb noun adposition noun punctuation pronoun verb determiner noun punctuation adverb punctuation determiner adposition determiner noun punctuation verb determiner noun punctuation adverb punctuation determiner pronoun punctuation verb determiner noun punctuation adjective punctuation verb pronoun",1,3
3170,—Jajajajajajaja. —¿De qué te ríes? —De tí. —¿Por qué? —Por que antes me gustabas. —¿Y ahora? —También :( punctuation noun punctuation punctuation punctuation adposition pronoun pronoun verb punctuation punctuation noun verb punctuation punctuation punctuation adposition pronoun punctuation punctuation noun pronoun adverb pronoun verb punctuation punctuation punctuation conjunction adverb punctuation punctuation noun punctuation punctuation,1,1
3171,Llegar al momento máximo de la risa donde no respiras y golpeas cosas verb adposition determiner noun adjective adposition determiner noun pronoun adverb verb conjunction verb noun,0,0
3172, I'm Sexy And Know It noun,1,2
3173,"RT @EresPensamiento: Renunciar a nuestra libertad es renunciar a nuestra calidad de hombres, y con esto a todos los deberes de la humanidad… noun punctuation noun punctuation verb adposition determiner noun verb verb adposition determiner noun adposition noun punctuation conjunction adposition pronoun adposition determiner determiner noun adposition determiner noun punctuation",1,1
3174,"Haz que tu cuenta de Twitter te haga ganar dinero, si tienes más de 100 seguidores regístrate aquí  http://t.co/0M6NgAlVKl @FluvipColombia verb conjunction determiner noun adposition noun pronoun verb verb noun punctuation conjunction verb adverb adposition number noun verb pronoun adverb number punctuation noun",0,0
3175,"- ¿Cuánto cuesta un café? -$3.00 - ¿Y el azúcar? –Gratis -Bueno, quiero un café y dos kilos de azúcar punctuation punctuation pronoun verb determiner noun punctuation number punctuation punctuation conjunction determiner noun punctuation punctuation noun punctuation interjection punctuation verb determiner noun conjunction number noun adposition noun",1,2
3176,Ver el examen y pensar en que semáforos vas a limpiar parabrisas. verb determiner noun conjunction verb adposition pronoun noun verb adposition verb noun punctuation,1,2
3177,Mi analista me dijo que soy demasiado agresiva con la gente... No estuve de acuerdo y le rompí la silla en la cabeza determiner noun pronoun verb conjunction verb adverb adjective adposition determiner noun punctuation adverb verb adposition noun conjunction pronoun verb determiner noun adposition determiner noun,1,3
3178,"A Whatsapp le falta la opción ""ver con quién más está hablando"". adposition noun pronoun verb determiner noun punctuation verb adposition pronoun adverb verb verb punctuation punctuation",0,0
3179,"Llega un borracho a casa manchado de lapiz labial: -¿Qué es esto? -No me vas a creer, me pelié con un payaso! by @kestlerg  verb determiner noun adposition noun verb adposition noun adjective punctuation punctuation punctuation pronoun verb pronoun punctuation punctuation adverb pronoun verb adposition verb punctuation pronoun verb adposition determiner noun punctuation noun punctuation noun",1,3
3180,"Mi mamá también dijo: un día me voy a ir de la casa, haber que hacen sin mi :( determiner noun adverb verb punctuation determiner noun pronoun verb adposition verb adposition determiner noun punctuation noun pronoun verb adposition determiner punctuation punctuation",1,1
3181,"– Hola. Cómo te llamas? – Joaquín! – Ay, como la serie! – Cual serie? – Thee Joaquín dead punctuation noun punctuation pronoun pronoun noun punctuation punctuation noun punctuation punctuation noun punctuation conjunction determiner noun punctuation punctuation noun noun punctuation punctuation noun noun",1,3
3182,—¿Tu cantas? —En la ducha. —¿Y cuanto hace que no cantas? punctuation punctuation determiner verb punctuation punctuation noun determiner noun punctuation punctuation punctuation conjunction pronoun verb conjunction adverb verb punctuation,1,4
3183,"Llega un man a una farmacia y dice: -Me da 1000 condones -Uy hermano, mas bien mándeselo plastificar! verb determiner noun adposition determiner noun conjunction verb punctuation punctuation pronoun verb number noun punctuation interjection noun punctuation conjunction adverb verb pronoun pronoun verb punctuation",1,3
3184,"Típico: Cuando estas incomodo, agarras el celular y haces como si estuvieras haciendo algo. noun punctuation conjunction determiner noun punctuation verb determiner adjective conjunction verb conjunction conjunction verb verb pronoun punctuation",1,4
3185,"-Dame Gasolina - ¿Tanque lleno? - ¡DAME MÁS GASOLINA! -Basta Daddy Yankee, ¿para qué queres tanta? -Para que mi gata prenda los motores. punctuation verb pronoun noun punctuation punctuation noun adjective punctuation punctuation punctuation noun punctuation punctuation noun punctuation punctuation adposition pronoun verb pronoun punctuation punctuation adposition conjunction determiner noun verb determiner noun punctuation",1,3
3186,"-Hola, ¿como te llamas? -Leo - ¿Que lees? -No, soy Leo -Yo soy Sagitario punctuation interjection punctuation punctuation conjunction pronoun noun punctuation punctuation noun punctuation punctuation pronoun verb punctuation punctuation adverb punctuation verb noun punctuation pronoun verb noun",1,4
3187,"Si nunca te dijeron ""Pensé que eras creída antes de conocerte""; FRACASASTE COMO BONITA. conjunction adverb pronoun verb punctuation verb conjunction verb verb adposition verb pronoun punctuation punctuation noun punctuation",0,0
3188,"-Me siento sola -Yo también, sentarse es fácil. punctuation pronoun verb adjective punctuation pronoun adverb punctuation verb pronoun verb adjective punctuation",1,2
3189,"- Hola arroz
- ¿Cómo me llamaste?
- Ay disculpa, yo y mi mala costumbre de decir las cosas al revés punctuation interjection noun punctuation punctuation pronoun pronoun verb punctuation punctuation interjection noun punctuation pronoun conjunction determiner adjective noun adposition verb determiner noun adposition determiner noun",1,4
3190,"Cómo ganar dinero con tú cuenta de Twitter en 3 pasos:  •Ve a Configuración de cuenta. •Pulsa ""Desactivar cuenta"". •Ve a trabajar. pronoun verb noun adposition pronoun verb adposition noun adposition number noun punctuation punctuation noun adposition noun adposition noun punctuation punctuation noun punctuation verb noun punctuation punctuation punctuation noun adposition verb punctuation",1,3
3191,Si lloras cuando me voy... ¿qué sientes cuando me vengo? by @Galio3 conjunction verb conjunction pronoun verb punctuation punctuation pronoun verb conjunction pronoun verb punctuation noun punctuation number,1,2
3192,Yo también deje a mi amigo hablando solo cuando el profesor nos miraba. pronoun adverb verb adposition determiner noun verb adverb conjunction determiner noun pronoun verb punctuation,1,1
3193,De 15 preguntas en Preguntados me equivoco en 580 adposition number noun adposition noun pronoun verb adposition number,0,0
3194,"Encontrar amigos con tu mismo desorden mental, no tiene precio. verb noun adposition determiner adjective noun adjective punctuation adverb verb noun punctuation",1,1
3195,"Yo creía en la frase ""Impossible is nothing"" hasta que llegué al nivel 65 del Candy Crush. pronoun verb adposition determiner noun punctuation noun noun adjective punctuation adposition pronoun verb adposition determiner noun number adposition determiner noun punctuation",1,3
3196,"Valora lo que tienes, supera lo que te duele y lucha por lo que quieres. verb determiner pronoun verb punctuation verb determiner pronoun pronoun verb conjunction noun adposition determiner pronoun verb punctuation",0,0
3197,¿Miedo a perderte? JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JÁ Ni que fueras mi celular. punctuation noun adposition verb pronoun punctuation noun verb determiner adjective punctuation,0,0
3198, si armaste una casita con  sabanas y sillas conjunction verb determiner noun adposition noun conjunction noun,0,0
3199,Hacer algo sorprendente e irrepetible... cuando nadie te miraba :( verb pronoun adjective conjunction adjective punctuation conjunction pronoun pronoun verb punctuation punctuation,0,0
3200,"— Mi amor, esta será una noche de mucha acción. — ¿Es enserio? — Si, habrá un maratón de Rambo. Prepara las palomitas, pendeja. punctuation noun noun punctuation pronoun verb determiner noun adposition determiner noun punctuation punctuation punctuation verb verb punctuation punctuation noun punctuation verb determiner noun adposition noun punctuation verb determiner noun punctuation noun punctuation",1,3
3201,—¿Policía? —Sí. —Quería denunciar a las vacaciones por exceso de velocidad. punctuation punctuation noun punctuation punctuation noun punctuation punctuation noun verb adposition determiner noun adposition noun adposition noun punctuation,1,2
3202,"No prometas cuando estés feliz, no respondas cuando estés enojado y no decidas cuando estés triste. adverb verb conjunction verb adjective punctuation adverb verb conjunction verb verb conjunction adverb verb conjunction verb adjective punctuation",0,0
3203,"No te enamores 2 veces de la misma persona, porque la segunda vez solo te enamoraras de los recuerdos. adverb pronoun verb number noun adposition determiner adjective noun punctuation conjunction determiner adjective noun adjective pronoun verb adposition determiner noun punctuation",0,0
3204,"Si no gritaste ""Ahí viene el profe"", te sentaste y te hiciste el angelito, no tuviste infancia. conjunction adverb verb punctuation adverb verb determiner noun punctuation punctuation pronoun verb conjunction pronoun verb determiner noun punctuation adverb verb noun punctuation",1,2
3205,"RT @LaBallenaLlena: Me encanta un chico, el problema es que también le gusta a mi mejor amiga  noun punctuation noun punctuation pronoun verb determiner noun punctuation determiner noun verb conjunction adverb pronoun verb adposition determiner adjective noun",0,0
3206,"-¿Cuál es tu Mayor Adicción? -Tú, ¿Y la tuya? -El Twitter -Pero yo pensé... -¡EL TWITTER DIJE! punctuation punctuation pronoun verb determiner noun punctuation punctuation pronoun punctuation punctuation conjunction determiner adjective punctuation punctuation determiner noun punctuation conjunction pronoun verb punctuation punctuation punctuation noun punctuation",1,4
3207,Situación sentimental: ❒ En una relación. ❒ Casado. ❒ Soltero. ✔Mamá me ama. noun adjective punctuation punctuation noun determiner noun punctuation punctuation noun punctuation punctuation noun punctuation punctuation noun pronoun verb punctuation,1,3
3208,"—¿Y el novio, mijo? —¿Y los dientes, abuela? punctuation punctuation conjunction determiner noun punctuation noun punctuation punctuation punctuation conjunction determiner noun punctuation noun punctuation",1,4
3209,"RT @DichoDeLaAbuela: Angelitos al cielo, y a la panza los buñuelos. noun punctuation noun punctuation noun adposition determiner noun punctuation conjunction adposition determiner noun determiner noun punctuation",1,1
3210,"Típico: — Hagan Equipos de 4. — Profe, ¿Se Puede de 5? noun punctuation punctuation noun adposition number punctuation punctuation noun punctuation punctuation pronoun noun adposition number punctuation",1,2
3211,"RT @SantiContreras: URGENTE: Mariela Castro, hija de Raúl Castro, iba bordo del avión desaparecido de Air Algérie: http://t.co/rJjhyvxHnD h… noun punctuation noun punctuation noun punctuation noun punctuation noun adposition noun punctuation verb noun adposition determiner noun verb adposition noun punctuation noun noun punctuation",0,0
3212,¡Jamás renuncies a tus sueños!... sigue durmiendo :D punctuation adverb verb adposition determiner noun punctuation punctuation verb verb punctuation noun,0,0
3213,"Morían hasta 100 personas por día en México y Felipe Calderón ni decía nada, mueren 3 personas en Boston y arma un escándalo. verb adposition number noun adposition noun adposition noun conjunction noun adverb verb pronoun punctuation verb number noun adposition noun conjunction verb determiner noun punctuation",0,0
3214,"Si caminar fuera saludable, el cartero seria INMORTAL...  conjunction verb verb adjective punctuation determiner noun adjective noun punctuation",1,4
3215,Tipico: Levantarse temprano y odiar a todo ser humano que te hable. noun punctuation verb pronoun adverb conjunction verb adposition determiner noun adjective pronoun pronoun verb punctuation,1,1
3216,RT @NewBirdVe: ¡Si eres uno de nuestros primeros 1.000 seguidores participarás para ganar el calzado NewBird que más te guste!!! ¡Danos  ... noun punctuation noun punctuation punctuation conjunction verb pronoun adposition determiner adjective number noun verb adposition verb determiner noun noun pronoun adverb pronoun verb punctuation punctuation punctuation punctuation verb pronoun punctuation,0,0
3217,Un caníbal se comió un tartamudo y lo repitió toda la tarde...   determiner noun pronoun verb determiner noun conjunction pronoun verb determiner determiner noun punctuation,1,4
3218,"Yo también quiero cambiar al mundo, pero no encuentro un pañal tan grande para tanta mierda.  pronoun adverb verb verb adposition determiner noun punctuation conjunction adverb verb determiner noun adverb adjective adposition determiner noun punctuation",0,0
3219,"Abrazar a la persona que quieres y que su perfume quede en tu piel, es lo mejor que existe. verb adposition determiner noun pronoun verb conjunction conjunction determiner noun verb adposition determiner noun punctuation verb determiner adjective pronoun verb punctuation",0,0
3220,@TheLanceHack me funciono la primera y de repente cuando entre a gta se me salio la sesion... ahora me dice error de dns punctuation noun pronoun verb determiner adjective conjunction adverb conjunction verb adposition noun pronoun pronoun adjective determiner noun punctuation adverb pronoun verb noun adposition noun,0,0
3221,El 99% de los accidente automovilísticos es culpa de los hombres... al prestarle las llaves del coche a las mujeres. determiner number adposition determiner noun adjective verb noun adposition determiner noun punctuation adposition determiner verb pronoun determiner noun adposition determiner noun adposition determiner noun punctuation,1,1
3222,"-Hijo, antes de morir te dejaré esto para que comas toda la vida - ¿Dinero? -No, un tenedor -Jajaja ¡desconecten a este viejo! punctuation noun punctuation adposition verb pronoun verb pronoun adposition conjunction noun determiner determiner noun punctuation punctuation noun punctuation punctuation adverb punctuation determiner noun punctuation noun punctuation verb adposition determiner adjective punctuation",1,1
3223,"—Piensa un número del 1 al 9.multiplica por 2
—Súmale 8. Dívidelo en 2
—Quítale el número que pensaste
—La respuesta es 4. RT si es correcto punctuation noun determiner noun adposition determiner number adposition determiner number adposition number punctuation noun number punctuation noun adposition number punctuation noun determiner noun pronoun verb punctuation noun noun verb number punctuation noun conjunction verb adjective",0,0
3224,"La marihuana tiene cosas malas, la primera la perdida de la memoria ¿Y qué más? ¿Más de qué? ¡De la Marihuana! Ah, aquí tengo, ¿Quiere? punctuation noun noun verb noun adjective punctuation determiner adjective determiner verb adposition determiner noun punctuation punctuation conjunction pronoun adverb punctuation punctuation punctuation adverb adposition pronoun punctuation punctuation punctuation adposition determiner noun punctuation punctuation noun punctuation adverb verb punctuation punctuation verb punctuation",1,5
3225,"Tu novia esta embarazada y sus amigas la felicitan tocándole la barriga, pero ninguna te acaricia los huevos y te dice ""Buen trabajo"" determiner noun determiner noun conjunction determiner noun pronoun verb verb pronoun determiner noun punctuation conjunction pronoun pronoun verb determiner noun conjunction pronoun verb punctuation adjective noun punctuation",1,4
3226,Estoy empezando a creer que solo nací para comer y dormir. verb verb adposition verb conjunction adverb verb adposition verb conjunction verb punctuation,0,0
3227,Sentirte estúpidamente feliz por imaginarte algo que sabes que no pasará verb pronoun adverb adjective adposition verb pronoun pronoun pronoun verb conjunction adverb verb,0,0
3228,"Si algo aprendí de Mario Bros, es que si encuentras dinero tirado en la calle ¡Es TUYO!  conjunction pronoun verb adposition noun punctuation verb conjunction conjunction verb noun verb adposition determiner noun punctuation verb noun punctuation",0,0
3229,No tenemos derecho a juzgar lo que no somos capaces de entender. BUEN DIA adverb verb noun adposition verb determiner pronoun adverb verb adjective adposition verb punctuation noun,0,0
3230,RT @Josemicod5: ¿Quieres entrar en el sorteo de una AVermedia Gamecapture HD II? Solo tienes que hacer RT y seguirme =). noun punctuation number punctuation punctuation verb verb adposition determiner noun adposition determiner noun punctuation adverb verb conjunction verb noun conjunction verb pronoun punctuation punctuation punctuation,0,0
3231,"Típico: de pequeño te obligaban a dormir, ahora te obligan a levantarte. noun punctuation adposition adjective pronoun verb adposition verb punctuation adverb pronoun verb adposition verb pronoun punctuation",1,1
3232,Típico: Repetir la canción entera cuando te pierdes tu parte favorita. noun punctuation verb determiner noun adjective conjunction pronoun verb determiner noun adjective punctuation,0,0
3233,"-Qué película ves?
-Asesinos en serie.
-¿Y de qué trata?
-De una mariposa que no encuentra a su madre. punctuation determiner noun verb punctuation punctuation noun adposition noun punctuation punctuation punctuation conjunction adposition pronoun verb punctuation punctuation adposition determiner noun pronoun adverb verb adposition determiner noun punctuation",1,1
3234,"El amor es como el WiFi, está en el aire, pero no todos tienen la clave. determiner noun verb conjunction determiner noun punctuation verb adposition determiner noun punctuation conjunction adverb pronoun verb determiner noun punctuation",0,0
3235,"No seamos un cuento, seamos una historia. No seamos un sueño, seamos una realidad. adverb verb determiner noun punctuation verb determiner noun punctuation adverb verb determiner noun punctuation verb determiner noun punctuation",0,0
3236,-Me gusta tu disfraz de vaca -Es de dálmata -Ah... punctuation pronoun verb determiner noun adposition noun punctuation verb adposition adjective punctuation interjection punctuation,1,3
3237,"-Mamá, ¿cuál es la fecha de mi nacimiento? -El 22 de abril -¡Que coincidencia, el mismo día de mi cumpleaños!  punctuation noun punctuation punctuation pronoun verb determiner noun adposition determiner noun punctuation punctuation determiner date punctuation punctuation conjunction noun punctuation determiner adjective noun adposition determiner noun punctuation",1,1
3238,Yo también tengo un/a amigo/a que cuando nos juntamos somos un peligro para la sociedad. pronoun adverb verb determiner punctuation noun noun punctuation adposition conjunction conjunction pronoun verb verb determiner noun adposition determiner noun punctuation,0,0
3239,La pereza es la madre de todos los vicios... y la TV es el vicio de todas las madres...   determiner noun verb determiner noun adposition determiner determiner noun punctuation conjunction determiner noun verb determiner noun adposition determiner determiner noun punctuation,1,3
3240,"Si no tocaste un timbre y saliste corriendo, no tuviste infancia conjunction adverb verb determiner noun conjunction verb verb punctuation adverb verb noun",0,0
3241,"Cuando un hombre dice ella es diferente, es porque está enamorado. conjunction determiner noun verb pronoun verb adjective punctuation verb conjunction verb verb punctuation",0,0
3242,"Yo estaba en contra del maltrato animal, hasta que conocí a las zorras de tus amiguitas... pronoun verb adposition determiner noun adjective punctuation adposition pronoun verb adposition determiner noun adposition determiner noun punctuation",1,3
3243,"Tú yo recapacitando comprando ropa Toda la que necesites no sé, piénsalo. pronoun pronoun verb verb noun noun determiner pronoun verb adverb verb punctuation verb pronoun punctuation",0,0
3244,"Típico : Te pones los audífonos, te hablan, y tu solo sonríes y dices que ""si"" noun punctuation pronoun verb determiner noun punctuation pronoun verb punctuation conjunction determiner adjective verb conjunction verb conjunction punctuation conjunction punctuation",0,0
3245,Cuando voy a dormir. 1%: Intentar dormir. 99%: Imaginar la vida perfecta conjunction verb adposition verb punctuation number punctuation verb verb punctuation number punctuation verb determiner noun adjective,0,0
3246,"-Mamá, tomaré en serio mi vida, hoy voy a ir a la escuela -Pero hoy es sábado -Por lo menos lo intente, el destino no quiere que estudie :D punctuation noun punctuation verb adposition adjective determiner noun punctuation adverb verb adposition verb adposition determiner noun punctuation conjunction adverb verb date punctuation adverb pronoun verb punctuation determiner noun adverb verb conjunction verb punctuation noun",1,4
